date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2011-03-03,3,March,2011,43,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1335,2171,3506
2011-03-03,3,March,2011,48,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Black, 58",1,1555,2443,790,1555,2345
2011-03-03,3,March,2011,53,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,362,713,1075
2011-03-04,4,March,2011,24,Youth,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,385,713,1098
2011-03-04,4,March,2011,25,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,261,713,974
2011-03-04,4,March,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,2282,6220,8502
2011-03-04,4,March,2011,28,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 46",2,420,769,498,840,1338
2011-03-04,4,March,2011,29,"Young Adults",M,Germany,Hamburg,Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,158,344,502
2011-03-04,4,March,2011,37,Adults,F,France,Essonne,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1264,2171,3435
2011-03-04,4,March,2011,45,Adults,F,"United States",Oregon,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,906,2171,3077
2011-03-04,4,March,2011,62,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-350-W Yellow, 40",4,1083,1701,975,4332,5307
2011-03-05,5,March,2011,31,"Young Adults",F,Germany,Hessen,Bikes,"Road Bikes","Road-550-W Yellow, 38",1,713,1120,329,713,1042
2011-03-05,5,March,2011,37,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-350-W Yellow, 44",1,1083,1701,244,1083,1327
2011-03-05,5,March,2011,39,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,120,344,464
2011-03-06,6,March,2011,21,Youth,M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,497,1555,2052
2011-03-06,6,March,2011,28,"Young Adults",F,France,"Seine et Marne",Bikes,"Road Bikes","Road-750 Black, 52",4,344,540,395,1376,1771
2011-03-06,6,March,2011,31,"Young Adults",M,Australia,"South Australia",Bikes,"Mountain Bikes","Mountain-200 Black, 46",2,1252,2295,1260,2504,3764
2011-03-06,6,March,2011,33,"Young Adults",F,Germany,Nordrhein-Westfalen,Bikes,"Road Bikes","Road-550-W Yellow, 42",4,713,1120,1046,2852,3898
2011-03-06,6,March,2011,36,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,191,344,535
2011-03-06,6,March,2011,40,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,698,1376,2074
2011-03-06,6,March,2011,41,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Red, 58",2,1555,2443,750,3110,3860
2011-03-06,6,March,2011,42,Adults,M,France,Yveline,Bikes,"Road Bikes","Road-250 Black, 44",3,1555,2443,905,4665,5570
2011-03-06,6,March,2011,42,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-650 Red, 48",1,487,783,186,487,673
2011-03-07,7,March,2011,22,Youth,M,France,Nord,Bikes,"Road Bikes","Road-350-W Yellow, 48",2,1083,1701,794,2166,2960
2011-03-07,7,March,2011,27,"Young Adults",F,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Black, 46",4,1252,2295,2244,5008,7252
2011-03-07,7,March,2011,28,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 46",1,420,769,249,420,669
2011-03-07,7,March,2011,29,"Young Adults",F,Germany,Nordrhein-Westfalen,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,942,2171,3113
2011-03-07,7,March,2011,32,"Young Adults",F,"United States",Oregon,Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,1812,4342,6154
2011-03-07,7,March,2011,36,Adults,F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",4,487,783,1121,1948,3069
2011-03-07,7,March,2011,39,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,375,1555,1930
2011-03-07,7,March,2011,43,Adults,F,France,"Val de Marne",Bikes,"Mountain Bikes","Mountain-100 Black, 44",2,1898,3375,1537,3796,5333
2011-03-07,7,March,2011,43,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1335,2171,3506
2011-03-08,8,March,2011,29,"Young Adults",F,Germany,Hamburg,Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,475,1032,1507
2011-03-08,8,March,2011,38,Adults,F,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",4,1266,2320,4030,5064,9094
2011-03-08,8,March,2011,39,Adults,M,Germany,Nordrhein-Westfalen,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
2011-03-08,8,March,2011,46,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,126,344,470
2011-03-09,9,March,2011,23,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Black, 44",4,1555,2443,3454,6220,9674
2011-03-09,9,March,2011,24,Youth,F,Australia,"South Australia",Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,448,1555,2003
2011-03-09,9,March,2011,37,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-150 Red, 62",3,2171,3578,2718,6513,9231
2011-03-09,9,March,2011,41,Adults,F,"United States",Oregon,Bikes,"Road Bikes","Road-250 Black, 44",2,1555,2443,1092,3110,4202
2011-03-09,9,March,2011,42,Adults,F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,839,1555,2394
2011-03-09,9,March,2011,42,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 52",2,1555,2443,750,3110,3860
2011-03-10,10,March,2011,19,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,2742,4342,7084
2011-03-10,10,March,2011,24,Youth,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,385,713,1098
2011-03-11,11,March,2011,25,"Young Adults",F,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,951,1252,2203
2011-03-11,11,March,2011,35,Adults,F,France,"Seine et Marne",Bikes,"Mountain Bikes","Mountain-100 Black, 38",4,1898,3375,3478,7592,11070
2011-03-11,11,March,2011,36,Adults,F,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
2011-03-11,11,March,2011,36,Adults,F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",1,487,783,280,487,767
2011-03-11,11,March,2011,39,Adults,M,Germany,Saarland,Bikes,"Road Bikes","Road-250 Red, 52",1,1519,2443,484,1519,2003
2011-03-11,11,March,2011,41,Adults,M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 48",4,1555,2443,1988,6220,8208
2011-03-12,12,March,2011,25,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 38",1,713,1120,172,713,885
2011-03-12,12,March,2011,27,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,396,713,1109
2011-03-12,12,March,2011,30,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
2011-03-12,12,March,2011,45,Adults,F,Australia,Queensland,Bikes,"Road Bikes","Road-750 Black, 48",3,344,540,329,1032,1361
2011-03-12,12,March,2011,60,Adults,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",4,713,1120,1538,2852,4390
2011-03-13,13,March,2011,26,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,570,1555,2125
2011-03-13,13,March,2011,29,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
2011-03-13,13,March,2011,30,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",2,1266,2320,1366,2532,3898
2011-03-13,13,March,2011,30,"Young Adults",F,"United States",California,Bikes,"Mountain Bikes","Mountain-500 Black, 48",1,295,540,234,295,529
2011-03-13,13,March,2011,33,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,1240,4342,5582
2011-03-13,13,March,2011,33,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,741,1376,2117
2011-03-13,13,March,2011,38,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1335,2171,3506
2011-03-13,13,March,2011,39,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,375,1555,1930
2011-03-13,13,March,2011,54,Adults,F,France,Nord,Bikes,"Mountain Bikes","Mountain-100 Black, 44",3,1898,3375,3115,5694,8809
2011-03-13,13,March,2011,59,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,741,1376,2117
2011-03-14,14,March,2011,23,Youth,M,Australia,Queensland,Bikes,"Road Bikes","Road-750 Black, 58",4,344,540,438,1376,1814
2011-03-14,14,March,2011,27,"Young Adults",M,Germany,Saarland,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,763,2171,2934
2011-03-14,14,March,2011,37,Adults,F,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Black, 46",3,1252,2295,2991,3756,6747
2011-03-14,14,March,2011,43,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1335,2171,3506
2011-03-15,15,March,2011,22,Youth,F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,375,1555,1930
2011-03-15,15,March,2011,25,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,741,1376,2117
2011-03-15,15,March,2011,27,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,261,713,974
2011-03-15,15,March,2011,28,"Young Adults",F,Germany,Hessen,Bikes,"Road Bikes","Road-250 Black, 44",2,1555,2443,1434,3110,4544
2011-03-15,15,March,2011,28,"Young Adults",M,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",3,1266,2320,2048,3798,5846
2011-03-15,15,March,2011,31,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 42",1,420,769,249,420,669
2011-03-15,15,March,2011,38,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-250 Red, 44",3,1519,2443,1746,4557,6303
2011-03-15,15,March,2011,40,Adults,F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,1678,3110,4788
2011-03-15,15,March,2011,41,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,942,2171,3113
2011-03-15,15,March,2011,62,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,2671,4342,7013
2011-03-16,16,March,2011,21,Youth,M,Australia,"South Australia",Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,448,1555,2003
2011-03-16,16,March,2011,34,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,3357,6220,9577
2011-03-16,16,March,2011,38,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1335,2171,3506
2011-03-16,16,March,2011,39,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 58",2,1555,2443,1727,3110,4837
2011-03-16,16,March,2011,41,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,942,2171,3113
2011-03-17,17,March,2011,24,Youth,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,570,1555,2125
2011-03-17,17,March,2011,25,"Young Adults",M,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-400-W Silver, 38",2,420,769,636,840,1476
2011-03-17,17,March,2011,26,"Young Adults",M,Germany,Saarland,Bikes,"Road Bikes","Road-550-W Yellow, 42",3,713,1120,616,2139,2755
2011-03-17,17,March,2011,27,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",2,1266,2320,1366,2532,3898
2011-03-17,17,March,2011,36,Adults,M,"United States",Washington,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",4,1266,2320,2174,5064,7238
2011-03-17,17,March,2011,37,Adults,F,"United States",Oregon,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,729,1266,1995
2011-03-17,17,March,2011,41,Adults,F,France,"Hauts de Seine",Bikes,"Road Bikes","Road-650 Red, 58",3,487,783,724,1461,2185
2011-03-17,17,March,2011,43,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1335,2171,3506
2011-03-17,17,March,2011,43,Adults,M,Australia,Queensland,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,110,344,454
2011-03-18,18,March,2011,28,"Young Adults",F,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 48",3,344,540,523,1032,1555
2011-03-18,18,March,2011,36,Adults,M,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",4,1083,1701,2336,4332,6668
2011-03-18,18,March,2011,40,Adults,M,Germany,Hessen,Bikes,"Road Bikes","Road-250 Black, 44",4,1555,2443,2868,6220,9088
2011-03-18,18,March,2011,41,Adults,F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,556,1032,1588
2011-03-18,18,March,2011,42,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,741,1376,2117
2011-03-18,18,March,2011,43,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1335,2171,3506
2011-03-18,18,March,2011,52,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Black, 58",1,1555,2443,790,1555,2345
2011-03-18,18,March,2011,58,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1335,2171,3506
2011-03-19,19,March,2011,22,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-650 Black, 44",2,487,783,263,974,1237
2011-03-19,19,March,2011,34,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,77,344,421
2011-03-19,19,March,2011,38,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1335,2171,3506
2011-03-19,19,March,2011,41,Adults,F,France,"Seine et Marne",Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,205,713,918
2011-03-20,20,March,2011,24,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 44",4,1083,1701,1587,4332,5919
2011-03-20,20,March,2011,28,"Young Adults",F,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Black, 42",3,1252,2295,1683,3756,5439
2011-03-20,20,March,2011,29,"Young Adults",F,Germany,Bayern,Bikes,"Road Bikes","Road-150 Red, 48",4,2171,3578,5485,8684,14169
2011-03-20,20,March,2011,31,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 46",3,1252,2295,2027,3756,5783
2011-03-20,20,March,2011,33,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",2,344,540,370,688,1058
2011-03-20,20,March,2011,35,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,572,1032,1604
2011-03-20,20,March,2011,39,Adults,F,Australia,Queensland,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,346,1083,1429
2011-03-20,20,March,2011,40,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,1711,4665,6376
2011-03-20,20,March,2011,46,Adults,M,Australia,"South Australia",Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,99,344,443
2011-03-21,21,March,2011,28,"Young Adults",F,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 48",3,344,540,523,1032,1555
2011-03-21,21,March,2011,39,Adults,M,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",2,1083,1701,1168,2166,3334
2011-03-21,21,March,2011,42,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,1125,4665,5790
2011-03-21,21,March,2011,45,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 40",4,713,1120,1046,2852,3898
2011-03-22,22,March,2011,27,"Young Adults",M,Canada,"British Columbia",Bikes,"Mountain Bikes","Mountain-200 Black, 46",3,1252,2295,3060,3756,6816
2011-03-22,22,March,2011,31,"Young Adults",F,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Black, 46",2,1252,2295,1122,2504,3626
2011-03-22,22,March,2011,31,"Young Adults",M,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,567,1266,1833
2011-03-22,22,March,2011,41,Adults,F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,185,344,529
2011-03-22,22,March,2011,55,Adults,F,Australia,Queensland,Bikes,"Road Bikes","Road-350-W Yellow, 44",4,1083,1701,1383,4332,5715
2011-03-22,22,March,2011,58,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,351,1555,1906
2011-03-23,23,March,2011,27,"Young Adults",M,France,Yveline,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,548,2171,2719
2011-03-23,23,March,2011,28,"Young Adults",M,France,Nord,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,942,2171,3113
2011-03-23,23,March,2011,31,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 46",1,1252,2295,676,1252,1928
2011-03-23,23,March,2011,31,"Young Adults",F,Germany,Saarland,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,448,1555,2003
2011-03-23,23,March,2011,36,Adults,F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",4,487,783,1121,1948,3069
2011-03-24,24,March,2011,24,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,375,1555,1930
2011-03-24,24,March,2011,24,Youth,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",4,2171,3578,5342,8684,14026
2011-03-24,24,March,2011,26,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,620,2171,2791
2011-03-24,24,March,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Black, 38",1,1252,2295,745,1252,1997
2011-03-24,24,March,2011,28,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 38",4,1252,2295,2703,5008,7711
2011-03-24,24,March,2011,28,"Young Adults",F,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,698,1376,2074
2011-03-24,24,March,2011,35,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,2671,4342,7013
2011-03-24,24,March,2011,39,Adults,M,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
2011-03-24,24,March,2011,40,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,2282,6220,8502
2011-03-24,24,March,2011,40,Adults,F,Germany,Bayern,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1371,2171,3542
2011-03-24,24,March,2011,43,Adults,M,France,Nord,Bikes,"Mountain Bikes","Mountain-100 Silver, 38",2,1912,3400,2092,3824,5916
2011-03-25,25,March,2011,28,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 38",3,1252,2295,2027,3756,5783
2011-03-25,25,March,2011,36,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,261,713,974
2011-03-25,25,March,2011,41,Adults,F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,497,1555,2052
2011-03-25,25,March,2011,41,Adults,F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,1125,4665,5790
2011-03-25,25,March,2011,44,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,570,1555,2125
2011-03-26,26,March,2011,24,Youth,M,France,Essonne,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,550,1083,1633
2011-03-26,26,March,2011,25,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",2,1555,2443,1141,3110,4251
2011-03-26,26,March,2011,28,"Young Adults",M,"United Kingdom",England,Bikes,"Road Bikes","Road-150 Red, 44",2,2171,3578,2528,4342,6870
2011-03-26,26,March,2011,30,"Young Adults",M,"United States",Oregon,Bikes,"Mountain Bikes","Mountain-100 Silver, 42",2,1912,3400,2024,3824,5848
2011-03-26,26,March,2011,32,"Young Adults",M,Germany,Hamburg,Bikes,"Road Bikes","Road-250 Black, 58",1,1555,2443,717,1555,2272
2011-03-26,26,March,2011,35,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,191,344,535
2011-03-26,26,March,2011,38,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1335,2171,3506
2011-03-26,26,March,2011,43,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,172,713,885
2011-03-26,26,March,2011,43,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",4,2171,3578,5342,8684,14026
2011-03-27,27,March,2011,24,Youth,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",4,2171,3578,5342,8684,14026
2011-03-27,27,March,2011,39,Adults,M,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
2011-03-27,27,March,2011,40,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,250,713,963
2011-03-28,28,March,2011,24,Youth,F,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 40",1,713,1120,172,713,885
2011-03-28,28,March,2011,26,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1335,2171,3506
2011-03-28,28,March,2011,28,"Young Adults",M,France,"Seine (Paris)",Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,205,713,918
2011-03-28,28,March,2011,43,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1335,2171,3506
2011-03-28,28,March,2011,43,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,1449,2852,4301
2011-03-28,28,March,2011,55,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-350-W Yellow, 48",2,1083,1701,522,2166,2688
2011-03-28,28,March,2011,56,Adults,F,France,"Seine Saint Denis",Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,763,2171,2934
2011-03-28,28,March,2011,57,Adults,M,"United States",California,Bikes,"Road Bikes","Road-250 Red, 58",2,1555,2443,1678,3110,4788
2011-03-29,29,March,2011,24,Youth,F,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 40",1,713,1120,172,713,885
2011-03-29,29,March,2011,41,Adults,M,Germany,Hessen,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",2,1266,2320,1783,2532,4315
2011-03-29,29,March,2011,57,Adults,M,"United States",California,Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,839,1555,2394
2011-03-29,29,March,2011,58,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",4,2171,3578,5342,8684,14026
2011-03-29,29,March,2011,61,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,185,344,529
2011-03-29,29,March,2011,62,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1335,2171,3506
2011-03-30,30,March,2011,21,Youth,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 58",1,1555,2443,570,1555,2125
2011-03-30,30,March,2011,32,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",1,487,783,280,487,767
2011-03-30,30,March,2011,33,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",2,344,540,370,688,1058
2011-03-30,30,March,2011,42,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,942,2171,3113
2011-03-31,31,March,2011,30,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,752,1266,2018
2011-03-31,31,March,2011,30,"Young Adults",M,"United States",Oregon,Bikes,"Mountain Bikes","Mountain-100 Silver, 42",4,1912,3400,4048,7648,11696
2011-03-31,31,March,2011,40,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,572,1032,1604
2011-03-31,31,March,2011,50,Adults,M,Germany,Hessen,Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,717,1555,2272
2011-04-01,1,April,2011,19,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,330,1376,1706
2011-04-01,1,April,2011,22,Youth,F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",2,344,540,370,688,1058
2011-04-01,1,April,2011,26,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 44",4,713,1120,1046,2852,3898
2011-04-01,1,April,2011,28,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,185,344,529
2011-04-01,1,April,2011,33,"Young Adults",F,Germany,Hessen,Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,2313,4342,6655
2011-04-02,2,April,2011,31,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-150 Red, 62",2,2171,3578,1669,4342,6011
2011-04-02,2,April,2011,32,"Young Adults",F,Australia,"South Australia",Bikes,"Road Bikes","Road-350-W Yellow, 44",1,1083,1701,312,1083,1395
2011-04-02,2,April,2011,40,Adults,F,"United States",Washington,Bikes,"Mountain Bikes","Mountain-500 Black, 40",2,295,540,252,590,842
2011-04-03,3,April,2011,17,Youth,F,Australia,Victoria,Bikes,"Road Bikes","Road-650 Red, 48",4,487,783,526,1948,2474
2011-04-03,3,April,2011,18,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,248,1032,1280
2011-04-03,3,April,2011,23,Youth,M,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,790,1555,2345
2011-04-03,3,April,2011,29,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,191,344,535
